site number 	 x-coord 	 y-cord 	 sx 	 sy 	 sy
  1   0.8660254  -0.5000000  -0.4914719   0.8704311  -0.0283747
  2   0.8660254  -1.5000000  -0.4721098   0.8618301  -0.1853678
  3   2.5980762  -0.5000000  -0.4834753   0.8740403   0.0480125
  4   2.5980762  -1.5000000  -0.4656214   0.8843655  -0.0330815
  5   4.3301270  -0.5000000  -0.5645363   0.8235331   0.0556054
  6   4.3301270  -1.5000000  -0.5482127   0.8359510   0.0254689
  7   6.0621778  -0.5000000  -0.5182399   0.8531923  -0.0590784
  8   6.0621778  -1.5000000  -0.4629399   0.8836824  -0.0692253
  9   7.7942286  -0.5000000  -0.5587008   0.8203244  -0.1221526
 10   7.7942286  -1.5000000  -0.5429829   0.8380962   0.0525774
 11   9.5262794  -0.5000000  -0.4666824   0.8764279   0.1186657
 12   9.5262794  -1.5000000  -0.4878333   0.8654520  -0.1140675
 13  11.2583302  -0.5000000  -0.5193908   0.8521223  -0.0641941
 14  11.2583302  -1.5000000  -0.4478399   0.8901914  -0.0836589
 15  12.9903811  -0.5000000  -0.5039440   0.8309512  -0.2357130
 16  12.9903811  -1.5000000  -0.4838407   0.8639299  -0.1397259
 17  14.7224319  -0.5000000  -0.4392759   0.8982437  -0.0139656
 18  14.7224319  -1.5000000  -0.4221937   0.9061500  -0.0253919
 19  16.4544827  -0.5000000  -0.4406801   0.8905552  -0.1127494
 20  -0.8660254  -1.5000000  -0.5742439   0.8008484  -0.1699580
 21  -0.0000000  -2.0000000  -0.5542171   0.8318916  -0.0282789
 22  -0.0000000  -3.0000000  -0.5282109   0.8292013  -0.1828072
 23   1.7320508  -2.0000000  -0.4754926   0.8784072  -0.0480375
 24   1.7320508  -3.0000000  -0.5263278   0.8280198  -0.1932933
 25   3.4641016  -2.0000000  -0.5526190   0.8333861  -0.0089362
 26   3.4641016  -3.0000000  -0.4424748   0.8921553  -0.0909668
 27   5.1961524  -2.0000000  -0.4052740   0.9141141  -0.0121845
 28   5.1961524  -3.0000000  -0.5237146   0.8484085  -0.0769806
 29   6.9282032  -2.0000000  -0.5525695   0.8298593  -0.0774633
 30   6.9282032  -3.0000000  -0.4682593   0.8762064  -0.1139977
 31   8.6602540  -2.0000000  -0.4921780   0.8689388  -0.0520202
 32   8.6602540  -3.0000000  -0.5387696   0.8352956  -0.1095839
 33  10.3923048  -2.0000000  -0.4056101   0.9092567  -0.0934492
 34  10.3923048  -3.0000000  -0.4487668   0.8909885  -0.0689047
 35  12.1243557  -2.0000000  -0.5249206   0.8495510  -0.0521680
 36  12.1243557  -3.0000000  -0.4337374   0.9009128   0.0150990
 37  13.8564065  -2.0000000  -0.3757796   0.9262284   0.0298422
 38  13.8564065  -3.0000000  -0.4386767   0.8969536  -0.0551096
 39  15.5884573  -2.0000000  -0.5382895   0.8348177  -0.1154292
 40  -1.7320508  -3.0000000  -0.6278316   0.7637154  -0.1502208
 41  -0.8660254  -3.5000000  -0.4297643   0.9021579   0.0376012
 42  -0.8660254  -4.5000000  -0.4506961   0.8923776   0.0231371
 43   0.8660254  -3.5000000  -0.4677925   0.8821038  -0.0553441
 44   0.8660254  -4.5000000  -0.3748685   0.9260524  -0.0435962
 45   2.5980762  -3.5000000  -0.4426210   0.8903131  -0.1069071
 46   2.5980762  -4.5000000  -0.5953031   0.7916447  -0.1375244
 47   4.3301270  -3.5000000  -0.5637990   0.8247407   0.0439703
 48   4.3301270  -4.5000000  -0.5441296   0.8385804  -0.0265690
 49   6.0621778  -3.5000000  -0.4415882   0.8932645   0.0841334
 50   6.0621778  -4.5000000  -0.3849475   0.9212748  -0.0553909
 51   7.7942286  -3.5000000  -0.5733608   0.8097561  -0.1247092
 52   7.7942286  -4.5000000  -0.5660431   0.8243203   0.0095538
 53   9.5262794  -3.5000000  -0.4624055   0.8845794  -0.0608315
 54   9.5262794  -4.5000000  -0.4971157   0.8653426  -0.0637032
 55  11.2583302  -3.5000000  -0.4208910   0.8962358  -0.1400435
 56  11.2583302  -4.5000000  -0.4740289   0.8762443  -0.0865597
 57  12.9903811  -3.5000000  -0.4806750   0.8767711  -0.0149685
 58  12.9903811  -4.5000000  -0.5134776   0.8572317   0.0386586
 59  14.7224319  -3.5000000  -0.4525691   0.8655755   0.2143835
 60  -2.5980762  -4.5000000  -0.5332934   0.8364697  -0.1261613
 61  -1.7320508  -5.0000000  -0.6184151   0.7856930  -0.0157896
 62  -1.7320508  -6.0000000  -0.5137404   0.8578170   0.0148619
 63  -0.0000000  -5.0000000  -0.5616174   0.8273297  -0.0105599
 64  -0.0000000  -6.0000000  -0.5108536   0.8550964  -0.0885368
 65   1.7320508  -5.0000000  -0.5561477   0.8293520   0.0536182
 66   1.7320508  -6.0000000  -0.5288571   0.8475977   0.0434536
 67   3.4641016  -5.0000000  -0.4365604   0.8886373  -0.1404949
 68   3.4641016  -6.0000000  -0.4916451   0.8701554  -0.0333863
 69   5.1961524  -5.0000000  -0.5859566   0.8016165  -0.1185995
 70   5.1961524  -6.0000000  -0.4790272   0.8777148   0.0122356
 71   6.9282032  -5.0000000  -0.5648719   0.8219339   0.0731053
 72   6.9282032  -6.0000000  -0.6287718   0.7734860  -0.0797838
 73   8.6602540  -5.0000000  -0.5790114   0.8128853   0.0629552
 74   8.6602540  -6.0000000  -0.5686283   0.8218099  -0.0359212
 75  10.3923048  -5.0000000  -0.4391544   0.8983941   0.0056076
 76  10.3923048  -6.0000000  -0.4637046   0.8833780  -0.0679809
 77  12.1243557  -5.0000000  -0.4766511   0.8784706   0.0330609
 78  12.1243557  -6.0000000  -0.6165000   0.7861567   0.0434211
 79  13.8564065  -5.0000000  -0.4006979   0.9134104  -0.0715720
 80  -3.4641016  -6.0000000  -0.5638812   0.8256731   0.0173771
 81  -2.5980762  -6.5000000  -0.4772462   0.8735255  -0.0958606
 82  -2.5980762  -7.5000000  -0.4780746   0.8764009   0.0580184
 83  -0.8660254  -6.5000000  -0.5435047   0.8348505   0.0873345
 84  -0.8660254  -7.5000000  -0.5053305   0.8576211  -0.0955355
 85   0.8660254  -6.5000000  -0.4748538   0.8796816   0.0259628
 86   0.8660254  -7.5000000  -0.4747846   0.8708416  -0.1273363
 87   2.5980762  -6.5000000  -0.4764154   0.8791181  -0.0134042
 88   2.5980762  -7.5000000  -0.4737709   0.8684163  -0.1462680
 89   4.3301270  -6.5000000  -0.5926349   0.8051262   0.0235729
 90   4.3301270  -7.5000000  -0.5741585   0.8181474  -0.0312558
 91   6.0621778  -6.5000000  -0.5146914   0.8469139   0.1335277
 92   6.0621778  -7.5000000  -0.4866088   0.8720400   0.0525181
