site number 	 x-coord 	 y-cord 	 sx 	 sy 	 sy
  1   0.8660254  -0.5000000   0.7239329  -0.6890079   0.0344861
  2   0.8660254  -1.5000000   0.7055675  -0.7085353   0.0123378
  3   2.5980762  -0.5000000   0.7216110  -0.6811345   0.1238279
  4   2.5980762  -1.5000000   0.6987103  -0.7086421   0.0981343
  5   4.3301270  -0.5000000   0.7624846  -0.6426042   0.0753458
  6   4.3301270  -1.5000000   0.7537119  -0.6530598   0.0736972
  7   6.0621778  -0.5000000   0.7823502  -0.6223346   0.0250547
  8   6.0621778  -1.5000000   0.7310467  -0.6809948   0.0426234
  9   7.7942286  -0.5000000   0.7473811  -0.6584098  -0.0889827
 10   7.7942286  -1.5000000   0.7970424  -0.5894651  -0.1313557
 11   9.5262794  -0.5000000   0.6214230  -0.7822832  -0.0432013
 12   9.5262794  -1.5000000   0.7705483  -0.6273734  -0.1125078
 13  11.2583302  -0.5000000   0.7638997  -0.6442965   0.0365950
 14  11.2583302  -1.5000000   0.6794840  -0.7289498  -0.0832689
 15  12.9903811  -0.5000000   0.6832742  -0.7289186   0.0425913
 16  12.9903811  -1.5000000   0.7156460  -0.6910514   0.1014829
 17  14.7224319  -0.5000000   0.7632607  -0.6436035   0.0566370
 18  14.7224319  -1.5000000   0.6464927  -0.7508291  -0.1352877
 19  16.4544827  -0.5000000   0.6997170  -0.7141027   0.0212945
 20  -0.8660254  -1.5000000   0.6966429  -0.7143008  -0.0668058
 21  -0.0000000  -2.0000000   0.8111856  -0.5830195  -0.0454548
 22  -0.0000000  -3.0000000   0.8304558  -0.5549456  -0.0487705
 23   1.7320508  -2.0000000   0.7198906  -0.6868334   0.1000874
 24   1.7320508  -3.0000000   0.7560452  -0.6533339  -0.0393761
 25   3.4641016  -2.0000000   0.6201437  -0.7840240   0.0269847
 26   3.4641016  -3.0000000   0.6841138  -0.7122414   0.1571639
 27   5.1961524  -2.0000000   0.7464927  -0.6647777   0.0286247
 28   5.1961524  -3.0000000   0.7059119  -0.7080350  -0.0193600
 29   6.9282032  -2.0000000   0.7793108  -0.6058817   0.1599439
 30   6.9282032  -3.0000000   0.7170743  -0.6919222   0.0839537
 31   8.6602540  -2.0000000   0.7779538  -0.6212223  -0.0941848
