site number 	 x-coord 	 y-cord 	 sx 	 sy 	 sy
  1   0.8660254  -0.5000000   0.8400695  -0.5398099   0.0537456
  2   0.8660254  -1.5000000   0.8369256  -0.5470543  -0.0169433
  3   2.5980762  -0.5000000   0.7626919  -0.6413348   0.0836106
  4   2.5980762  -1.5000000   0.8009156  -0.5984263  -0.0205000
  5   4.3301270  -0.5000000   0.8584873  -0.4968816  -0.1269184
  6   4.3301270  -1.5000000   0.8304880  -0.5258960  -0.1836387
  7   6.0621778  -0.5000000   0.8815456  -0.4626318  -0.0940698
  8   6.0621778  -1.5000000   0.9079490  -0.3902114  -0.1528515
  9   7.7942286  -0.5000000   0.8190408  -0.5727784  -0.0331225
 10   7.7942286  -1.5000000   0.8198238  -0.5675402  -0.0760734
 11   9.5262794  -0.5000000   0.7058762  -0.6929366   0.1468938
 12   9.5262794  -1.5000000   0.8825286  -0.4614723   0.0904799
 13  11.2583302  -0.5000000   0.8769318  -0.4806014  -0.0036061
 14  11.2583302  -1.5000000   0.8299953  -0.5559122   0.0454912
 15  12.9903811  -0.5000000   0.8138844  -0.5713816  -0.1054287
 16  12.9903811  -1.5000000   0.7803628  -0.5829254  -0.2263446
 17  14.7224319  -0.5000000   0.8706046  -0.4874933   0.0663170
 18  14.7224319  -1.5000000   0.7602456  -0.6493980  -0.0175722
 19  16.4544827  -0.5000000   0.7671342  -0.6414855   0.0012169
 20  -0.8660254  -1.5000000   0.8654474  -0.4655001  -0.1852307
 21  -0.0000000  -2.0000000   0.8622918  -0.4998696   0.0811372
 22  -0.0000000  -3.0000000   0.8463844  -0.5268577  -0.0778102
 23   1.7320508  -2.0000000   0.9000128  -0.4336859   0.0435141
 24   1.7320508  -3.0000000   0.8373578  -0.5462437   0.0212050
 25   3.4641016  -2.0000000   0.8835931  -0.4630653  -0.0695252
 26   3.4641016  -3.0000000   0.8217277  -0.5265142  -0.2180512
 27   5.1961524  -2.0000000   0.8513270  -0.4912184  -0.1842467
 28   5.1961524  -3.0000000   0.8034421  -0.5824507  -0.1234176
 29   6.9282032  -2.0000000   0.8376341  -0.5461024  -0.0118829
 30   6.9282032  -3.0000000   0.8576941  -0.5054498  -0.0942410
 31   8.6602540  -2.0000000   0.8794812  -0.4703981   0.0723767
 32   8.6602540  -3.0000000   0.7570821  -0.6377218  -0.1419069
 33  10.3923048  -2.0000000   0.8211061  -0.5650464  -0.0806685
 34  10.3923048  -3.0000000   0.8755261  -0.4831025  -0.0081190
 35  12.1243557  -2.0000000   0.8062782  -0.5857950   0.0822170
 36  12.1243557  -3.0000000   0.7572985  -0.6524791  -0.0277492
 37  13.8564065  -2.0000000   0.8362354  -0.5460547   0.0503448
 38  13.8564065  -3.0000000   0.8573651  -0.5144843  -0.0152010
 39  15.5884573  -2.0000000   0.8312587  -0.5473396   0.0970994
 40  -1.7320508  -3.0000000   0.8392577  -0.5419480  -0.0440332
 41  -0.8660254  -3.5000000   0.8518129  -0.5232582   0.0248129
 42  -0.8660254  -4.5000000   0.8624464  -0.5031225  -0.0552633
 43   0.8660254  -3.5000000   0.8193213  -0.5733337  -0.0009955
 44   0.8660254  -4.5000000   0.7959858  -0.6026780  -0.0564427
 45   2.5980762  -3.5000000   0.8920608  -0.4496143   0.0455467
 46   2.5980762  -4.5000000   0.7828586  -0.6150908   0.0937854
 47   4.3301270  -3.5000000   0.8499714  -0.5256362   0.0354289
 48   4.3301270  -4.5000000   0.8512768  -0.5009551  -0.1561146
 49   6.0621778  -3.5000000   0.8811070  -0.4728480   0.0080742
 50   6.0621778  -4.5000000   0.8717268  -0.4881672  -0.0422523
 51   7.7942286  -3.5000000   0.8367478  -0.5472849   0.0182313
 52   7.7942286  -4.5000000   0.8890592  -0.4524587  -0.0696764
 53   9.5262794  -3.5000000   0.9039600  -0.4237006  -0.0577421
 54   9.5262794  -4.5000000   0.8180083  -0.5664359  -0.1000639
 55  11.2583302  -3.5000000   0.8458165  -0.5245644   0.0970909
 56  11.2583302  -4.5000000   0.9164814  -0.3835495  -0.1138053
 57  12.9903811  -3.5000000   0.8548940  -0.5188026  -0.0002538
 58  12.9903811  -4.5000000   0.8144844  -0.5785273   0.0438327
 59  14.7224319  -3.5000000   0.8668152  -0.4830364   0.1237226
 60  -2.5980762  -4.5000000   0.8598615  -0.4948128  -0.1256921
 61  -1.7320508  -5.0000000   0.8006202  -0.5990156  -0.0136960
 62  -1.7320508  -6.0000000   0.8730757  -0.4862131   0.0365465
 63  -0.0000000  -5.0000000   0.7855349  -0.6187870  -0.0061332
 64  -0.0000000  -6.0000000   0.9139123  -0.4057088  -0.0128290
 65   1.7320508  -5.0000000   0.7956872  -0.6056545   0.0080340
 66   1.7320508  -6.0000000   0.8035419  -0.5893944  -0.0832748
 67   3.4641016  -5.0000000   0.8618070  -0.5058641   0.0372860
 68   3.4641016  -6.0000000   0.8153938  -0.5777799   0.0361022
 69   5.1961524  -5.0000000   0.8363804  -0.5259816  -0.1543085
 70   5.1961524  -6.0000000   0.8508976  -0.5187740  -0.0827456
 71   6.9282032  -5.0000000   0.9316267  -0.3619480   0.0326388
 72   6.9282032  -6.0000000   0.8682079  -0.4956912   0.0224797
 73   8.6602540  -5.0000000   0.8423893  -0.5387311   0.0122075
 74   8.6602540  -6.0000000   0.8310056  -0.5544588  -0.0447785
 75  10.3923048  -5.0000000   0.9310695  -0.3629076  -0.0375200
 76  10.3923048  -6.0000000   0.8455979  -0.5337066   0.0110209
 77  12.1243557  -5.0000000   0.8553654  -0.5165505  -0.0390589
 78  12.1243557  -6.0000000   0.8215600  -0.5687772  -0.0391360
 79  13.8564065  -5.0000000   0.8585595  -0.4909151   0.1479118
 80  -3.4641016  -6.0000000   0.8263665  -0.5577811  -0.0774510
 81  -2.5980762  -6.5000000   0.8570395  -0.5147933  -0.0217069
 82  -2.5980762  -7.5000000   0.8078239  -0.5762871  -0.1237485
 83  -0.8660254  -6.5000000   0.8714478  -0.4870297   0.0581439
 84  -0.8660254  -7.5000000   0.8389721  -0.5441731  -0.0012522
 85   0.8660254  -6.5000000   0.8857357  -0.4615259  -0.0496606
 86   0.8660254  -7.5000000   0.8260638  -0.5368542  -0.1714821
 87   2.5980762  -6.5000000   0.8475216  -0.5229229   0.0908774
 88   2.5980762  -7.5000000   0.8578177  -0.5106802  -0.0579181
 89   4.3301270  -6.5000000   0.8531859  -0.5215812  -0.0051899
 90   4.3301270  -7.5000000   0.7673415  -0.6355144  -0.0854897
 91   6.0621778  -6.5000000   0.7533824  -0.6574802  -0.0116123
 92   6.0621778  -7.5000000   0.8332870  -0.5251940  -0.1726384
 93   7.7942286  -6.5000000   0.8779017  -0.4707290  -0.0877659
 94   7.7942286  -7.5000000   0.8677540  -0.4888064   0.0898402
 95   9.5262794  -6.5000000   0.8272425  -0.5495072  -0.1170971
 96   9.5262794  -7.5000000   0.8776094  -0.4709230  -0.0896287
 97  11.2583302  -6.5000000   0.8421758  -0.5390146  -0.0142555
 98  11.2583302  -7.5000000   0.8372803  -0.5465015   0.0172561
 99  12.9903811  -6.5000000   0.7977331  -0.6016106   0.0410681
100  -4.3301270  -7.5000000   0.8269032  -0.5594975   0.0565121
101  -3.4641016  -8.0000000   0.8513468  -0.5245901  -0.0037266
102  -3.4641016  -9.0000000   0.8531356  -0.5154994   0.0801247
103  -1.7320508  -8.0000000   0.7813247  -0.6011028  -0.1679497
104  -1.7320508  -9.0000000   0.7872996  -0.5875831  -0.1868298
105  -0.0000000  -8.0000000   0.8357646  -0.5490678   0.0047069
106  -0.0000000  -9.0000000   0.8503248  -0.5250761  -0.0352523
107   1.7320508  -8.0000000   0.9282931  -0.3709276  -0.0261663
108   1.7320508  -9.0000000   0.7768852  -0.6183782  -0.1185655
109   3.4641016  -8.0000000   0.8805626  -0.4687349   0.0699787
110   3.4641016  -9.0000000   0.8358548  -0.5409728  -0.0932481
111   5.1961524  -8.0000000   0.8150653  -0.5775964  -0.0452888
112   5.1961524  -9.0000000   0.7807318  -0.6247863   0.0099990
113   6.9282032  -8.0000000   0.8467971  -0.5319037  -0.0036177
114   6.9282032  -9.0000000   0.8209382  -0.5610123  -0.1064219
115   8.6602540  -8.0000000   0.8338583  -0.5490386   0.0568936
116   8.6602540  -9.0000000   0.8628480  -0.5005988  -0.0699588
117  10.3923048  -8.0000000   0.7468264  -0.6425341   0.1714654
118  10.3923048  -9.0000000   0.8351813  -0.5499533   0.0048551
119  12.1243557  -8.0000000   0.8808306  -0.4734279  -0.0018583
120  -5.1961524  -9.0000000   0.8673098  -0.4933634   0.0660776
121  -4.3301270  -9.5000000   0.8578858  -0.5131796  -0.0260486
122  -4.3301270 -10.5000000   0.8242875  -0.5654247   0.0290687
123  -2.5980762  -9.5000000   0.8358920  -0.5467744   0.0481900
124  -2.5980762 -10.5000000   0.7815354  -0.6173016   0.0902282
125  -0.8660254  -9.5000000   0.9227406  -0.3815674  -0.0543700
126  -0.8660254 -10.5000000   0.8628937  -0.5045646  -0.0287940
127   0.8660254  -9.5000000   0.7833647  -0.6184309   0.0623129
128   0.8660254 -10.5000000   0.7960349  -0.6052507  -0.0003175
129   2.5980762  -9.5000000   0.8310707  -0.5541795  -0.0469730
130   2.5980762 -10.5000000   0.8762316  -0.4794848  -0.0480888
131   4.3301270  -9.5000000   0.7802320  -0.6186666  -0.0921394
132   4.3301270 -10.5000000   0.8340797  -0.5477432  -0.0654864
133   6.0621778  -9.5000000   0.8161979  -0.5758399   0.0472171
134   6.0621778 -10.5000000   0.7899089  -0.6089005  -0.0726920
135   7.7942286  -9.5000000   0.8530745  -0.5217812  -0.0028685
136   7.7942286 -10.5000000   0.8237810  -0.5542166  -0.1192844
137   9.5262794  -9.5000000   0.8379328  -0.5455571  -0.0153661
138   9.5262794 -10.5000000   0.8018952  -0.5885806  -0.1026496
139  11.2583302  -9.5000000   0.8865694  -0.4610071  -0.0383029
140  -6.0621778 -10.5000000   0.7973707  -0.6030798   0.0222438
141  -5.1961524 -11.0000000   0.9197955  -0.3898315  -0.0448068
142  -5.1961524 -12.0000000   0.8959513  -0.4134030  -0.1623857
143  -3.4641016 -11.0000000   0.8466866  -0.5260473  -0.0799751
144  -3.4641016 -12.0000000   0.8226358  -0.5600913  -0.0978161
145  -1.7320508 -11.0000000   0.8496713  -0.5176015   0.1007338
146  -1.7320508 -12.0000000   0.8792727  -0.4759243   0.0193781
147  -0.0000000 -11.0000000   0.7969598  -0.5955587  -0.1008207
148  -0.0000000 -12.0000000   0.8969272  -0.4336326  -0.0865122
149   1.7320508 -11.0000000   0.8946891  -0.4457264  -0.0293152
150   1.7320508 -12.0000000   0.8588599  -0.4935761  -0.1369025
151   3.4641016 -11.0000000   0.7842565  -0.6203621  -0.0096238
152   3.4641016 -12.0000000   0.7929752  -0.6092209  -0.0063403
153   5.1961524 -11.0000000   0.8416920  -0.5360892   0.0645218
154   5.1961524 -12.0000000   0.7978135  -0.6000315  -0.0587865
155   6.9282032 -11.0000000   0.8542755  -0.5131764  -0.0828453
156   6.9282032 -12.0000000   0.8815185  -0.4715678   0.0234293
157   8.6602540 -11.0000000   0.8236314  -0.5293044  -0.2036372
158   8.6602540 -12.0000000   0.8321414  -0.5497020  -0.0732698
159  10.3923048 -11.0000000   0.7837709  -0.6164374  -0.0755519
160  -6.9282032 -12.0000000   0.8037669  -0.5949155  -0.0058559
161  -6.0621778 -12.5000000   0.8113609  -0.5836932   0.0315557
162  -6.0621778 -13.5000000   0.8167963  -0.5761101   0.0306758
163  -4.3301270 -12.5000000   0.7709707  -0.6356941  -0.0386943
164  -4.3301270 -13.5000000   0.8720214  -0.4894674  -0.0006103
165  -2.5980762 -12.5000000   0.8634698  -0.4828781  -0.1457694
166  -2.5980762 -13.5000000   0.8635316  -0.4997831  -0.0673053
167  -0.8660254 -12.5000000   0.8387072  -0.5387010  -0.0798216
168  -0.8660254 -13.5000000   0.8096664  -0.5848272  -0.0491678
169   0.8660254 -12.5000000   0.8267253  -0.5474053  -0.1298952
170   0.8660254 -13.5000000   0.8221639  -0.5107971  -0.2512624
171   2.5980762 -12.5000000   0.8250742  -0.5635262   0.0411206
172   2.5980762 -13.5000000   0.7973055  -0.5880909  -0.1358419
173   4.3301270 -12.5000000   0.8800412  -0.4744710  -0.0201195
174   4.3301270 -13.5000000   0.8309677  -0.5547160  -0.0422238
175   6.0621778 -12.5000000   0.8556933  -0.5173432  -0.0120381
176   6.0621778 -13.5000000   0.8410586  -0.5406350  -0.0182825
177   7.7942286 -12.5000000   0.7858360  -0.6119196   0.0895335
