site number 	 x-coord 	 y-cord 	 sx 	 sy 	 sy
  1   0.8660254  -0.5000000   0.9117949  -0.4089882  -0.0368601
  2   0.8660254  -1.5000000   0.9137892  -0.4061641   0.0044691
  3   2.5980762  -0.5000000   0.8061779  -0.5780815   0.1260912
  4   2.5980762  -1.5000000   0.8669933  -0.4842040  -0.1177672
  5   4.3301270  -0.5000000   0.8660207  -0.4999150  -0.0096525
  6   4.3301270  -1.5000000   0.8057480  -0.5900773   0.0507823
  7   6.0621778  -0.5000000   0.8727524  -0.4881598   0.0017800
  8   6.0621778  -1.5000000   0.9400356  -0.3329899   0.0738296
  9   7.7942286  -0.5000000   0.8169339  -0.5744839  -0.0508652
 10   7.7942286  -1.5000000   0.8463698  -0.5229297  -0.1010085
 11   9.5262794  -0.5000000   0.8567033  -0.5157419   0.0083453
 12   9.5262794  -1.5000000   0.7750474  -0.6273475  -0.0757400
 13  11.2583302  -0.5000000   0.8946093  -0.4188347   0.1557295
 14  11.2583302  -1.5000000   0.8192525  -0.5681896  -0.0773687
 15  12.9903811  -0.5000000   0.8863254  -0.4626985   0.0183694
 16  12.9903811  -1.5000000   0.8154074  -0.5767913  -0.0492203
 17  14.7224319  -0.5000000   0.9128709  -0.4082247  -0.0043991
 18  14.7224319  -1.5000000   0.8490587  -0.5223551  -0.0790221
 19  16.4544827  -0.5000000   0.8093940  -0.5796496  -0.0942748
 20  -0.8660254  -1.5000000   0.8529512  -0.5219903   0.0006313
 21  -0.0000000  -2.0000000   0.8799091  -0.4751411  -0.0009786
 22  -0.0000000  -3.0000000   0.8909244  -0.4512859   0.0509377
 23   1.7320508  -2.0000000   0.8743809  -0.4846408  -0.0241111
 24   1.7320508  -3.0000000   0.8079691  -0.5692140  -0.1522541
 25   3.4641016  -2.0000000   0.8964809  -0.4369812   0.0732767
 26   3.4641016  -3.0000000   0.8453162  -0.5291621  -0.0736753
 27   5.1961524  -2.0000000   0.9453978  -0.3222805  -0.0485624
 28   5.1961524  -3.0000000   0.8510886  -0.5243143  -0.0272519
 29   6.9282032  -2.0000000   0.8817316  -0.4669796   0.0669289
 30   6.9282032  -3.0000000   0.8234354  -0.5653597   0.0481920
 31   8.6602540  -2.0000000   0.8712666  -0.4820949  -0.0920811
 32   8.6602540  -3.0000000   0.8037738  -0.5947760  -0.0137564
 33  10.3923048  -2.0000000   0.8165298  -0.5762049  -0.0355941
 34  10.3923048  -3.0000000   0.8393156  -0.5389104  -0.0715879
 35  12.1243557  -2.0000000   0.8287365  -0.5592606   0.0205777
 36  12.1243557  -3.0000000   0.8504167  -0.5244870  -0.0412894
 37  13.8564065  -2.0000000   0.8247558  -0.5654855   0.0019901
 38  13.8564065  -3.0000000   0.8530555  -0.5040302  -0.1350922
 39  15.5884573  -2.0000000   0.8130426  -0.5819296   0.0178797
 40  -1.7320508  -3.0000000   0.8771676  -0.4798216  -0.0186637
 41  -0.8660254  -3.5000000   0.9309940  -0.3642113   0.0244992
 42  -0.8660254  -4.5000000   0.8290032  -0.5524109  -0.0871545
 43   0.8660254  -3.5000000   0.8094336  -0.5845685   0.0556494
 44   0.8660254  -4.5000000   0.8565865  -0.4663833  -0.2207855
 45   2.5980762  -3.5000000   0.8746130  -0.4349186  -0.2142380
 46   2.5980762  -4.5000000   0.9051675  -0.3933744  -0.1610230
 47   4.3301270  -3.5000000   0.8576925  -0.5068354  -0.0864948
 48   4.3301270  -4.5000000   0.8381071  -0.5295316  -0.1310445
 49   6.0621778  -3.5000000   0.8293940  -0.5339346   0.1643759
 50   6.0621778  -4.5000000   0.9070945  -0.4173833   0.0545051
 51   7.7942286  -3.5000000   0.8841467  -0.4671758   0.0056019
 52   7.7942286  -4.5000000   0.8859594  -0.4635942   0.0125049
 53   9.5262794  -3.5000000   0.8436519  -0.5357310  -0.0352674
 54   9.5262794  -4.5000000   0.8918154  -0.4519836   0.0193919
 55  11.2583302  -3.5000000   0.8026517  -0.5964292  -0.0047272
 56  11.2583302  -4.5000000   0.7877871  -0.6144939  -0.0422932
 57  12.9903811  -3.5000000   0.8567223  -0.5156194   0.0127914
 58  12.9903811  -4.5000000   0.8852938  -0.4488529   0.1215971
 59  14.7224319  -3.5000000   0.8495187  -0.5244695  -0.0570057
 60  -2.5980762  -4.5000000   0.7773601  -0.6190172  -0.1119332
 61  -1.7320508  -5.0000000   0.8764642  -0.4777450  -0.0597520
 62  -1.7320508  -6.0000000   0.9146359  -0.4002237  -0.0571158
 63  -0.0000000  -5.0000000   0.8968220  -0.4423743   0.0039131
 64  -0.0000000  -6.0000000   0.8144633  -0.5509824  -0.1818456
 65   1.7320508  -5.0000000   0.9331187  -0.3550823   0.0566225
 66   1.7320508  -6.0000000   0.8098120  -0.5750234  -0.1164155
 67   3.4641016  -5.0000000   0.8632206  -0.5028755  -0.0443455
 68   3.4641016  -6.0000000   0.8809212  -0.4529289  -0.1372341
 69   5.1961524  -5.0000000   0.8685687  -0.4942689   0.0358699
 70   5.1961524  -6.0000000   0.8330915  -0.5395789  -0.1217094
 71   6.9282032  -5.0000000   0.8666938  -0.4976431  -0.0345423
 72   6.9282032  -6.0000000   0.8204663  -0.5281969  -0.2187307
 73   8.6602540  -5.0000000   0.8235263  -0.5643814   0.0572544
 74   8.6602540  -6.0000000   0.8015550  -0.5874141   0.1115987
 75  10.3923048  -5.0000000   0.7395176  -0.6731218  -0.0045605
 76  10.3923048  -6.0000000   0.8327215  -0.5518457   0.0451804
