site number 	 x-coord 	 y-cord 	 sx 	 sy 	 sy
  1   0.8660254  -0.5000000   0.9557714   0.0749313  -0.2844051
  2   0.8660254  -1.5000000   0.9275339  -0.0055900  -0.3736971
  3   2.5980762  -0.5000000   0.9593654  -0.0596774  -0.2757835
  4   2.5980762  -1.5000000   0.9195295   0.2014521  -0.3374648
  5   4.3301270  -0.5000000   0.9221923  -0.1377389  -0.3613715
  6   4.3301270  -1.5000000   0.8726770  -0.0672562  -0.4836439
  7   6.0621778  -0.5000000   0.9665104   0.0856423  -0.2419152
  8   6.0621778  -1.5000000   0.9252306   0.0860580  -0.3695164
  9   7.7942286  -0.5000000   0.9090953  -0.1607991  -0.3843038
 10   7.7942286  -1.5000000   0.9610289   0.0027878  -0.2764338
 11   9.5262794  -0.5000000   0.9951180  -0.0325305   0.0931774
 12   9.5262794  -1.5000000   0.9595351  -0.1235833  -0.2530208
 13  11.2583302  -0.5000000   0.9146317   0.2018459  -0.3502956
 14  11.2583302  -1.5000000   0.8650034  -0.0558850  -0.4986441
 15  12.9903811  -0.5000000   0.9680112   0.1208640  -0.2198779
 16  12.9903811  -1.5000000   0.9531042   0.0951383  -0.2872998
 17  14.7224319  -0.5000000   0.9811118   0.0820502  -0.1751780
 18  14.7224319  -1.5000000   0.9485683   0.0729539  -0.3080519
 19  16.4544827  -0.5000000   0.9526621   0.0925982  -0.2895866
 20  -0.8660254  -1.5000000   0.8945789   0.0120321  -0.4467481
 21  -0.0000000  -2.0000000   0.9369844  -0.1884504  -0.2941882
 22  -0.0000000  -3.0000000   0.9349900  -0.0129163  -0.3544388
 23   1.7320508  -2.0000000   0.9472197   0.2285885  -0.2247713
 24   1.7320508  -3.0000000   0.9085350   0.0083434  -0.4177254
 25   3.4641016  -2.0000000   0.9575464  -0.0847893  -0.2755278
 26   3.4641016  -3.0000000   0.9442312   0.0199775  -0.3286766
 27   5.1961524  -2.0000000   0.9905728   0.1011811  -0.0923466
 28   5.1961524  -3.0000000   0.9420533  -0.0443369  -0.3325205
 29   6.9282032  -2.0000000   0.9615315  -0.0436286  -0.2712078
 30   6.9282032  -3.0000000   0.9147651   0.0031551  -0.4039739
 31   8.6602540  -2.0000000   0.9937528  -0.0276285  -0.1081297
 32   8.6602540  -3.0000000   0.9686940   0.1571388  -0.1921959
 33  10.3923048  -2.0000000   0.9921770  -0.0433215  -0.1170816
 34  10.3923048  -3.0000000   0.9837400  -0.0279194  -0.1774150
 35  12.1243557  -2.0000000   0.9203216   0.1692431  -0.3526541
 36  12.1243557  -3.0000000   0.9031769   0.0741284  -0.4228197
 37  13.8564065  -2.0000000   0.9768812   0.1069337  -0.1851168
 38  13.8564065  -3.0000000   0.9073487   0.0215615  -0.4198255
 39  15.5884573  -2.0000000   0.9871280  -0.0838905  -0.1361640
 40  -1.7320508  -3.0000000   0.9667355  -0.0628750  -0.2479300
 41  -0.8660254  -3.5000000   0.9682805  -0.1209107  -0.2186627
 42  -0.8660254  -4.5000000   0.9554840  -0.0439507  -0.2917509
 43   0.8660254  -3.5000000   0.9845670   0.1309312  -0.1161244
 44   0.8660254  -4.5000000   0.9708344   0.0049504  -0.2397001
 45   2.5980762  -3.5000000   0.9441917   0.1247652  -0.3048534
 46   2.5980762  -4.5000000   0.9520006   0.0723834  -0.2974148
 47   4.3301270  -3.5000000   0.8772097  -0.0274404  -0.4793226
 48   4.3301270  -4.5000000   0.8645071  -0.0655741  -0.4983246
 49   6.0621778  -3.5000000   0.9555911  -0.1841687  -0.2300597
 50   6.0621778  -4.5000000   0.9625299   0.0296357  -0.2695514
 51   7.7942286  -3.5000000   0.9217009   0.1188434  -0.3692476
 52   7.7942286  -4.5000000   0.8888629  -0.0071940  -0.4581169
 53   9.5262794  -3.5000000   0.9945403   0.0160575  -0.1031103
 54   9.5262794  -4.5000000   0.8776194  -0.2785622  -0.3901120
 55  11.2583302  -3.5000000   0.9989361   0.0144068  -0.0438077
 56  11.2583302  -4.5000000   0.9694976  -0.0108741  -0.2448594
 57  12.9903811  -3.5000000   0.9106538  -0.0001884  -0.4131701
 58  12.9903811  -4.5000000   0.9386133   0.1291706  -0.3198750
 59  14.7224319  -3.5000000   0.9462277  -0.0802040  -0.3134015
 60  -2.5980762  -4.5000000   0.9686319  -0.0616096  -0.2407414
 61  -1.7320508  -5.0000000   0.9629264   0.0107949  -0.2695483
 62  -1.7320508  -6.0000000   0.9350948  -0.2176843  -0.2796628
 63  -0.0000000  -5.0000000   0.9767097  -0.0169270  -0.2138963
 64  -0.0000000  -6.0000000   0.9206314   0.2350552  -0.3117481
 65   1.7320508  -5.0000000   0.9691102   0.0894248  -0.2298448
 66   1.7320508  -6.0000000   0.9900183  -0.0470597  -0.1328499
 67   3.4641016  -5.0000000   0.9604702  -0.1146635  -0.2536717
 68   3.4641016  -6.0000000   0.9355573  -0.2166198  -0.2789416
 69   5.1961524  -5.0000000   0.9603420  -0.0138235  -0.2784818
 70   5.1961524  -6.0000000   0.9348890   0.1407032  -0.3258608
 71   6.9282032  -5.0000000   0.9790571   0.0789880  -0.1876384
 72   6.9282032  -6.0000000   0.9742698  -0.0882800  -0.2073765
 73   8.6602540  -5.0000000   0.9482780  -0.2266650  -0.2222428
 74   8.6602540  -6.0000000   0.9504141  -0.1125797  -0.2898946
 75  10.3923048  -5.0000000   0.9815217   0.0236553  -0.1898829
 76  10.3923048  -6.0000000   0.9437376  -0.1839900  -0.2747853
 77  12.1243557  -5.0000000   0.9664135   0.1068633  -0.2337204
 78  12.1243557  -6.0000000   0.8956774  -0.1566760  -0.4161907
 79  13.8564065  -5.0000000   0.9557911  -0.0672387  -0.2862557
 80  -3.4641016  -6.0000000   0.8821202   0.0926667  -0.4618190
 81  -2.5980762  -6.5000000   0.9499944  -0.0978739  -0.2965321
 82  -2.5980762  -7.5000000   0.9445641   0.0962942  -0.3138886
 83  -0.8660254  -6.5000000   0.9398152   0.2393912  -0.2438017
 84  -0.8660254  -7.5000000   0.9044983  -0.3212955  -0.2804498
 85   0.8660254  -6.5000000   0.9489445  -0.0206520  -0.3147663
 86   0.8660254  -7.5000000   0.9100354  -0.1500959  -0.3864024
 87   2.5980762  -6.5000000   0.9789355  -0.0121901  -0.2038055
 88   2.5980762  -7.5000000   0.9660610  -0.1420406  -0.2157561
 89   4.3301270  -6.5000000   0.9449246   0.0449146  -0.3241917
 90   4.3301270  -7.5000000   0.8209532   0.1090444  -0.5604865
 91   6.0621778  -6.5000000   0.9073426  -0.1517214  -0.3920587
 92   6.0621778  -7.5000000   0.9040168   0.0792395  -0.4200889
 93   7.7942286  -6.5000000   0.9525463   0.1403013  -0.2701316
 94   7.7942286  -7.5000000   0.9548124   0.1475192  -0.2580143
 95   9.5262794  -6.5000000   0.9491511  -0.0333756  -0.3130468
 96   9.5262794  -7.5000000   0.9361931   0.0516771  -0.3476666
 97  11.2583302  -6.5000000   0.9952812  -0.0439113  -0.0865284
 98  11.2583302  -7.5000000   0.9606550  -0.1407568  -0.2394358
 99  12.9903811  -6.5000000   0.9005219   0.0313267  -0.4336807
100  -4.3301270  -7.5000000   0.9029103   0.1689977  -0.3952123
101  -3.4641016  -8.0000000   0.9287843  -0.0184557  -0.3701610
102  -3.4641016  -9.0000000   0.8248446   0.4185649  -0.3800459
103  -1.7320508  -8.0000000   0.9482601  -0.1905300  -0.2539707
104  -1.7320508  -9.0000000   0.9036653  -0.0282951  -0.4273037
105  -0.0000000  -8.0000000   0.9885867   0.0155700  -0.1498460
106  -0.0000000  -9.0000000   0.9150615  -0.0169202  -0.4029592
107   1.7320508  -8.0000000   0.9680621  -0.2020636  -0.1484119
108   1.7320508  -9.0000000   0.9607070  -0.0329418  -0.2756029
109   3.4641016  -8.0000000   0.9726093   0.1636765  -0.1650488
110   3.4641016  -9.0000000   0.9462448  -0.1623650  -0.2797471
111   5.1961524  -8.0000000   0.9283067   0.0309835  -0.3705221
112   5.1961524  -9.0000000   0.9337372   0.0162239  -0.3575914
113   6.9282032  -8.0000000   0.9357755   0.2264021  -0.2703077
114   6.9282032  -9.0000000   0.9602444  -0.1832443  -0.2105998
115   8.6602540  -8.0000000   0.9689206   0.1495978  -0.1970110
116   8.6602540  -9.0000000   0.8415191  -0.0479302  -0.5380969
117  10.3923048  -8.0000000   0.9717621  -0.0093425  -0.2357775
118  10.3923048  -9.0000000   0.9346327   0.0117237  -0.3554212
119  12.1243557  -8.0000000   0.8921198   0.1940983  -0.4079805
120  -5.1961524  -9.0000000   0.8606734   0.0956506  -0.5000923
121  -4.3301270  -9.5000000   0.8846253   0.3285337  -0.3309134
122  -4.3301270 -10.5000000   0.7814253  -0.0032666  -0.6239903
123  -2.5980762  -9.5000000   0.9964689   0.0231402  -0.0807112
124  -2.5980762 -10.5000000   0.9733821  -0.1576404  -0.1663631
125  -0.8660254  -9.5000000   0.9062156  -0.0876354  -0.4136342
126  -0.8660254 -10.5000000   0.9365087   0.0166568  -0.3502485
127   0.8660254  -9.5000000   0.9318971  -0.0979954  -0.3492346
128   0.8660254 -10.5000000   0.9414339  -0.0942037  -0.3237713
129   2.5980762  -9.5000000   0.9548781  -0.1556566  -0.2529404
