  0.00          -141976.9529084     38.4718273
  0.03          -141901.1330579     38.3460985
  0.06          -143884.3314217     38.6587434
  0.09          -142969.0564071     38.5917479
  0.13          -143109.6275263     39.1491698
  0.16          -143054.7902542     39.2023626
  0.19          -142476.1429157     38.7680107
  0.22          -142741.0658967     39.3650297
  0.25          -142393.1684270     36.9137360
  0.28          -142328.7779352     39.0679650
  0.31          -144293.8349004     38.2933246
  0.35          -143026.6027824     38.7991479
  0.38          -142380.6166545     39.5014913
  0.41          -141768.7141766     41.2244763
  0.44          -142491.4016182     39.0165083
  0.47          -144541.3724627     39.3709705
  0.50          -142737.9635160     40.0702228
  0.53          -143271.3925664     38.6717015
  0.57          -143722.8074743     40.3392225
  0.60          -142869.8197524     39.2988189
  0.63          -143064.3913357     38.6449620
  0.66          -141005.2049823     39.9707133
  0.69          -143616.0996704     39.6732837
  0.72          -141968.7104649     39.3652931
  0.75          -142642.5656778     39.5184217
  0.79          -143265.4505994     39.4420827
  0.82          -142417.7009872     39.6785440
  0.85          -141183.7414393     38.8969646
  0.88          -142051.5766548     37.9363021
  0.91          -141201.7230099     39.5133864
  0.94          -142743.3701253     39.0572936
  0.97          -143565.4036568     38.6350258
  1.01          -141861.1053553     40.5945295
  1.04          -143903.0157964     39.9745418
  1.07          -141015.6048573     38.9724181
  1.10          -143973.8138221     39.9680992
  1.13          -141794.2639832     37.8366710
  1.16          -142630.3782913     38.7972312
  1.19          -143173.0305971     39.1272078
  1.23          -142711.0183034     39.5422238
  1.26          -142165.0771624     39.2746609
  1.29          -142660.4076262     39.6069629
  1.32          -143645.0929508     38.4165132
  1.35          -142524.7409531     38.5144215
  1.38          -141245.4868281     38.0451728
  1.41          -143056.0566651     40.0789333
  1.45          -141974.1352307     39.3459103
  1.48          -143642.0651794     39.2845888
  1.51          -142367.9762765     39.7293067
  1.54          -142371.5211201     40.1397709
  1.57          -142259.0048173     38.5550827
  1.60          -143244.9828683     39.7436976
  1.63          -141142.0212245     39.6755118
  1.67          -142663.7106872     38.8778663
  1.70          -141933.6528339     38.3983236
  1.73          -143319.3563447     39.1763305
  1.76          -142613.9766453     40.1361090
  1.79          -144025.2417127     38.4746569
  1.82          -142917.2141331     38.1148682
  1.85          -143172.8034232     39.8940246
  1.88          -143523.0959520     40.1858409
  1.92          -143263.7716913     40.1246330
  1.95          -142881.9277133     39.0009364
  1.98          -143844.5331050     39.3795605
  2.01          -143382.8772610     40.8119033
  2.04          -144243.4132911     39.3715720
  2.07          -141950.2056790     38.8862358
  2.10          -144195.9182444     38.9711034
  2.14          -141345.8970942     38.5880843
  2.17          -142682.4720838     38.6975512
  2.20          -143875.1467045     38.1713482
  2.23          -144338.9468225     38.0160446
  2.26          -144516.1311698     41.4216293
  2.29          -142552.7479588     39.4030602
  2.32          -142048.2521580     38.9229604
  2.36          -143362.4589809     38.8686740
  2.39          -142390.8349057     38.1677728
  2.42          -143451.6393759     39.9781360
  2.45          -142723.4743229     38.3904475
  2.48          -143073.1943937     40.1433567
  2.51          -142916.1005318     40.3377715
  2.54          -143080.8126927     39.1873035
  2.58          -143120.6070782     40.0600439
  2.61          -142301.8438641     39.8152266
  2.64          -142818.7196489     41.1076888
  2.67          -142568.9057801     39.3075303
  2.70          -143420.9395611     39.8228276
  2.73          -142465.5096132     40.7425341
  2.76          -142067.0957142     40.6631675
  2.80          -142196.3041928     38.4167409
  2.83          -142934.0149851     38.6440083
  2.86          -143246.8429623     40.2032925
  2.89          -143202.4079459     39.6789343
  2.92          -142778.9118850     39.3955843
  2.95          -142202.6756704     37.7016842
  2.98          -142718.3119302     39.0949680
  3.02          -143753.4009066     37.6269974
  3.05          -141849.7383237     40.4619751
  3.08          -142697.6974373     39.5213120
  3.11          -144122.3859974     39.8029259
  3.14          -142854.0415307     38.6521584
