site number 	 x-coord 	 y-cord 	 sx 	 sy 	 sy
  1   0.8660254  -0.5000000   0.0530792   0.9033586  -0.4255889
  2   0.8660254  -1.5000000   0.0358063   0.9306467  -0.3641630
  3   2.5980762  -0.5000000  -0.0014747   0.9261260  -0.3772114
  4   2.5980762  -1.5000000   0.0919236   0.9250575  -0.3685358
  5   4.3301270  -0.5000000   0.0208839   0.9717410  -0.2351238
  6   4.3301270  -1.5000000  -0.0134445   0.9434613  -0.3312100
  7   6.0621778  -0.5000000  -0.0389325   0.9533562  -0.2993264
  8   6.0621778  -1.5000000  -0.0479562   0.9582964  -0.2817237
  9   7.7942286  -0.5000000   0.0871694   0.9703744  -0.2253331
 10   7.7942286  -1.5000000   0.0307420   0.9793764  -0.1996916
 11   9.5262794  -0.5000000   0.2218837   0.9657900  -0.1342288
 12   9.5262794  -1.5000000   0.2012746   0.8834567  -0.4230753
 13  11.2583302  -0.5000000  -0.1700374   0.8976558  -0.4065728
 14  11.2583302  -1.5000000  -0.1233545   0.9418120  -0.3126880
 15  12.9903811  -0.5000000   0.4126418   0.8973924  -0.1562487
 16  12.9903811  -1.5000000   0.2101525   0.9211081  -0.3277130
 17  14.7224319  -0.5000000   0.0181265   0.8837378  -0.4676312
 18  14.7224319  -1.5000000  -0.0023271   0.8940248  -0.4480114
 19  16.4544827  -0.5000000   0.0235247   0.9252650  -0.3785913
 20  -0.8660254  -1.5000000  -0.1315315   0.8532819  -0.5045884
 21  -0.0000000  -2.0000000   0.1364825   0.9446053  -0.2984850
 22  -0.0000000  -3.0000000   0.0574321   0.9530957  -0.2971702
 23   1.7320508  -2.0000000   0.1214611   0.9807664  -0.1527890
 24   1.7320508  -3.0000000   0.0873397   0.9628784  -0.2554152
 25   3.4641016  -2.0000000  -0.0029505   0.9569580  -0.2902114
 26   3.4641016  -3.0000000   0.0153826   0.9479109  -0.3181640
 27   5.1961524  -2.0000000  -0.0739014   0.9737539  -0.2152716
 28   5.1961524  -3.0000000  -0.1680934   0.9251806  -0.3402725
 29   6.9282032  -2.0000000  -0.0125798   0.9870299  -0.1600427
 30   6.9282032  -3.0000000  -0.1053351   0.9086037  -0.4041582
 31   8.6602540  -2.0000000   0.1169773   0.9509303  -0.2864399
 32   8.6602540  -3.0000000   0.1720561   0.9363329  -0.3060677
 33  10.3923048  -2.0000000   0.0716082   0.9336513  -0.3509523
 34  10.3923048  -3.0000000  -0.0948654   0.8780122  -0.4691430
 35  12.1243557  -2.0000000   0.0219912   0.9551567  -0.2952830
 36  12.1243557  -3.0000000   0.2063278   0.8993563  -0.3854700
 37  13.8564065  -2.0000000   0.1835807   0.9104667  -0.3706056
 38  13.8564065  -3.0000000   0.2019140   0.9186025  -0.3397060
 39  15.5884573  -2.0000000   0.1315223   0.9547397  -0.2667845
 40  -1.7320508  -3.0000000  -0.0789152   0.8535170  -0.5150545
 41  -0.8660254  -3.5000000  -0.0350134   0.9682422  -0.2475503
 42  -0.8660254  -4.5000000  -0.1719696   0.9432298  -0.2841549
 43   0.8660254  -3.5000000   0.1348686   0.9533722  -0.2699849
 44   0.8660254  -4.5000000   0.1462995   0.8982064  -0.4145139
 45   2.5980762  -3.5000000  -0.1327084   0.9420462  -0.3081192
 46   2.5980762  -4.5000000   0.0392863   0.9078123  -0.4175326
 47   4.3301270  -3.5000000   0.0152514   0.9845500  -0.1744384
 48   4.3301270  -4.5000000   0.0133728   0.9715407  -0.2364949
 49   6.0621778  -3.5000000   0.1710172   0.9776824  -0.1220253
 50   6.0621778  -4.5000000   0.2138460   0.9331814  -0.2888638
 51   7.7942286  -3.5000000   0.0982033   0.9523235  -0.2888531
 52   7.7942286  -4.5000000   0.0266879   0.9295477  -0.3677346
 53   9.5262794  -3.5000000   0.0716460   0.9818737  -0.1754731
 54   9.5262794  -4.5000000   0.0460917   0.9486313  -0.3130084
 55  11.2583302  -3.5000000  -0.0772776   0.8967318  -0.4357756
 56  11.2583302  -4.5000000  -0.0553892   0.8926616  -0.4473111
 57  12.9903811  -3.5000000  -0.0359093   0.9402881  -0.3384802
 58  12.9903811  -4.5000000   0.1514321   0.9323759  -0.3282432
 59  14.7224319  -3.5000000   0.0623508   0.9369987  -0.3437235
 60  -2.5980762  -4.5000000   0.0022215   0.9658441  -0.2591142
 61  -1.7320508  -5.0000000  -0.1034299   0.9551095  -0.2776113
 62  -1.7320508  -6.0000000  -0.0885826   0.9068004  -0.4121481
 63  -0.0000000  -5.0000000  -0.0461293   0.9390487  -0.3406752
 64  -0.0000000  -6.0000000  -0.2078656   0.9373406  -0.2796149
 65   1.7320508  -5.0000000   0.2889439   0.9348850  -0.2061588
 66   1.7320508  -6.0000000   0.1746819   0.9185962  -0.3544958
 67   3.4641016  -5.0000000  -0.0070448   0.9268154  -0.3754512
 68   3.4641016  -6.0000000   0.0030526   0.9606827  -0.2776318
 69   5.1961524  -5.0000000  -0.0153178   0.9714528  -0.2367378
 70   5.1961524  -6.0000000  -0.0825259   0.9220230  -0.3782368
 71   6.9282032  -5.0000000   0.1269653   0.9510912  -0.2816121
 72   6.9282032  -6.0000000   0.1307088   0.8631058  -0.4878151
 73   8.6602540  -5.0000000   0.0254494   0.9726559  -0.2308522
 74   8.6602540  -6.0000000   0.0484897   0.9512021  -0.3047348
 75  10.3923048  -5.0000000   0.0984839   0.9510051  -0.2930704
 76  10.3923048  -6.0000000   0.1775024   0.8939473  -0.4115229
 77  12.1243557  -5.0000000   0.0284096   0.9237817  -0.3818642
 78  12.1243557  -6.0000000   0.0818211   0.8761254  -0.4750890
 79  13.8564065  -5.0000000  -0.0567118   0.9660886  -0.2519060
 80  -3.4641016  -6.0000000   0.0671888   0.9505981  -0.3030659
 81  -2.5980762  -6.5000000   0.0162228   0.9802966  -0.1968637
 82  -2.5980762  -7.5000000   0.0637746   0.9053089  -0.4199389
 83  -0.8660254  -6.5000000   0.0355572   0.9630532  -0.2669534
 84  -0.8660254  -7.5000000  -0.0267435   0.8881179  -0.4588371
 85   0.8660254  -6.5000000  -0.1578496   0.9594104  -0.2336987
 86   0.8660254  -7.5000000   0.0193859   0.9311758  -0.3640547
 87   2.5980762  -6.5000000   0.0032836   0.9704413  -0.2413148
 88   2.5980762  -7.5000000  -0.0434978   0.9560004  -0.2901228
 89   4.3301270  -6.5000000   0.2447193   0.9356240  -0.2544018
 90   4.3301270  -7.5000000   0.1295188   0.8845499  -0.4481030
 91   6.0621778  -6.5000000  -0.1400532   0.8966539  -0.4199963
 92   6.0621778  -7.5000000  -0.2060853   0.8880505  -0.4109685
 93   7.7942286  -6.5000000  -0.0554938   0.9444715  -0.3238736
 94   7.7942286  -7.5000000  -0.1203976   0.9192334  -0.3748526
 95   9.5262794  -6.5000000  -0.1379423   0.9600244  -0.2435674
 96   9.5262794  -7.5000000  -0.0807011   0.9892419  -0.1220155
 97  11.2583302  -6.5000000   0.2360870   0.9439304  -0.2307777
 98  11.2583302  -7.5000000   0.1845355   0.9478944  -0.2596977
 99  12.9903811  -6.5000000   0.1852062   0.9089086  -0.3736091
100  -4.3301270  -7.5000000   0.2649249   0.8531076  -0.4494689
101  -3.4641016  -8.0000000   0.2723323   0.9055125  -0.3253956
102  -3.4641016  -9.0000000   0.1590839   0.8925884  -0.4218747
103  -1.7320508  -8.0000000  -0.0004552   0.8617144  -0.5073934
104  -1.7320508  -9.0000000   0.0191532   0.9253489  -0.3786324
105  -0.0000000  -8.0000000   0.1269535   0.9792614  -0.1578924
106  -0.0000000  -9.0000000   0.0756677   0.8768766  -0.4747228
107   1.7320508  -8.0000000  -0.0568622   0.9641033  -0.2593674
108   1.7320508  -9.0000000   0.0572683   0.9558914  -0.2880834
109   3.4641016  -8.0000000   0.1225552   0.9501907  -0.2865622
110   3.4641016  -9.0000000   0.0581205   0.9374637  -0.3431964
111   5.1961524  -8.0000000  -0.0714940   0.9495378  -0.3053957
112   5.1961524  -9.0000000  -0.0354356   0.9748380  -0.2200800
113   6.9282032  -8.0000000   0.0755500   0.9519193  -0.2968870
114   6.9282032  -9.0000000   0.0337421   0.9606285  -0.2757796
115   8.6602540  -8.0000000  -0.0134538   0.9642730  -0.2645686
116   8.6602540  -9.0000000  -0.0714539   0.9248200  -0.3736338
117  10.3923048  -8.0000000  -0.1238401   0.9721691  -0.1988740
118  10.3923048  -9.0000000  -0.2486925   0.9400636  -0.2333076
119  12.1243557  -8.0000000   0.1560945   0.9045861  -0.3966844
120  -5.1961524  -9.0000000   0.0898289   0.9617078  -0.2589381
121  -4.3301270  -9.5000000   0.0761495   0.9669866  -0.2431836
122  -4.3301270 -10.5000000   0.0967951   0.9248836  -0.3677243
123  -2.5980762  -9.5000000   0.2147037   0.8815100  -0.4205265
124  -2.5980762 -10.5000000   0.2655302   0.8347424  -0.4823887
125  -0.8660254  -9.5000000   0.2560296   0.8941972  -0.3672332
126  -0.8660254 -10.5000000   0.2276344   0.8525055  -0.4705497
127   0.8660254  -9.5000000   0.0383820   0.9154377  -0.4006254
128   0.8660254 -10.5000000   0.2819764   0.8937269  -0.3489148
129   2.5980762  -9.5000000  -0.0734518   0.9607021  -0.2676871
130   2.5980762 -10.5000000  -0.0661830   0.9272782  -0.3684765
131   4.3301270  -9.5000000   0.0913251   0.9803066  -0.1750963
132   4.3301270 -10.5000000   0.0627432   0.9467507  -0.3157950
133   6.0621778  -9.5000000  -0.0897414   0.9877721  -0.1274865
134   6.0621778 -10.5000000  -0.1875324   0.9416932  -0.2793663
135   7.7942286  -9.5000000  -0.0288539   0.9657533  -0.2578528
136   7.7942286 -10.5000000  -0.0560752   0.9177706  -0.3931319
137   9.5262794  -9.5000000  -0.0717139   0.9533364  -0.2932691
138   9.5262794 -10.5000000  -0.1854273   0.9072628  -0.3774797
139  11.2583302  -9.5000000   0.0882277   0.9661020  -0.2426168
140  -6.0621778 -10.5000000  -0.0174535   0.9109440  -0.4121606
141  -5.1961524 -11.0000000  -0.0095486   0.9781126  -0.2078572
142  -5.1961524 -12.0000000  -0.0231731   0.9514280  -0.3069980
143  -3.4641016 -11.0000000   0.0792448   0.9513721  -0.2976767
144  -3.4641016 -12.0000000   0.0413255   0.9596018  -0.2783103
145  -1.7320508 -11.0000000   0.3773750   0.8321382  -0.4063671
146  -1.7320508 -12.0000000   0.3792130   0.7954716  -0.4726759
147  -0.0000000 -11.0000000   0.2007027   0.9533339  -0.2255503
148  -0.0000000 -12.0000000   0.2021915   0.8437611  -0.4971779
149   1.7320508 -11.0000000   0.0220687   0.9868729  -0.1599841
150   1.7320508 -12.0000000   0.0181504   0.9166824  -0.3992040
151   3.4641016 -11.0000000   0.0751871   0.9408697  -0.3303197
152   3.4641016 -12.0000000   0.0359288   0.9315985  -0.3617089
153   5.1961524 -11.0000000   0.0670824   0.9196064  -0.3870711
154   5.1961524 -12.0000000   0.0452725   0.8693423  -0.4921325
155   6.9282032 -11.0000000   0.0547963   0.9673247  -0.2475484
156   6.9282032 -12.0000000   0.0759581   0.9059467  -0.4165225
157   8.6602540 -11.0000000  -0.0844401   0.9335634  -0.3483234
158   8.6602540 -12.0000000  -0.0087762   0.9146291  -0.4041986
159  10.3923048 -11.0000000  -0.0019877   0.9692257  -0.2461658
160  -6.9282032 -12.0000000  -0.0391631   0.9484907  -0.3143749
161  -6.0621778 -12.5000000   0.2633314   0.9535793  -0.1460930
162  -6.0621778 -13.5000000   0.2945653   0.8909367  -0.3456342
163  -4.3301270 -12.5000000   0.0508589   0.9638226  -0.2616475
164  -4.3301270 -13.5000000   0.0701781   0.9131833  -0.4014615
165  -2.5980762 -12.5000000   0.1991873   0.9031493  -0.3803232
166  -2.5980762 -13.5000000   0.0894259   0.8674482  -0.4894249
167  -0.8660254 -12.5000000   0.1041207   0.9405297  -0.3233616
168  -0.8660254 -13.5000000   0.1218963   0.9440625  -0.3064103
169   0.8660254 -12.5000000   0.3401177   0.8963944  -0.2842483
170   0.8660254 -13.5000000   0.3226715   0.9205391  -0.2202064
171   2.5980762 -12.5000000   0.1537863   0.9230649  -0.3525635
172   2.5980762 -13.5000000   0.1902318   0.8909172  -0.4124057
173   4.3301270 -12.5000000   0.0851700   0.9129260  -0.3991394
174   4.3301270 -13.5000000  -0.0230919   0.9067478  -0.4210406
175   6.0621778 -12.5000000   0.1159764   0.9316524  -0.3443447
176   6.0621778 -13.5000000   0.1926148   0.8618065  -0.4692432
177   7.7942286 -12.5000000   0.0430939   0.9482356  -0.3146301
178   7.7942286 -13.5000000   0.0910022   0.9617241  -0.2584673
179   9.5262794 -12.5000000   0.0553307   0.9620142  -0.2673334
180  -7.7942286 -13.5000000   0.0962520   0.9195576  -0.3809848
181  -6.9282032 -14.0000000  -0.0433070   0.9093964  -0.4136698
182  -6.9282032 -15.0000000   0.0416629   0.8687787  -0.4934448
183  -5.1961524 -14.0000000  -0.0722465   0.9338281  -0.3503505
184  -5.1961524 -15.0000000   0.0713663   0.9377042  -0.3400261
185  -3.4641016 -14.0000000  -0.0515104   0.9591013  -0.2783369
186  -3.4641016 -15.0000000  -0.0920720   0.9168767  -0.3884068
187  -1.7320508 -14.0000000  -0.0325003   0.9185304  -0.3940122
188  -1.7320508 -15.0000000   0.1204466   0.8459006  -0.5195620
189  -0.0000000 -14.0000000   0.1038677   0.9517346  -0.2888125
190  -0.0000000 -15.0000000   0.0780361   0.9438832  -0.3209281
191   1.7320508 -14.0000000  -0.0668087   0.9532449  -0.2947216
192   1.7320508 -15.0000000  -0.0428113   0.9265840  -0.3736433
193   3.4641016 -14.0000000   0.1691136   0.8884931  -0.4265918
194   3.4641016 -15.0000000   0.1429726   0.8869335  -0.4392127
195   5.1961524 -14.0000000   0.1124081   0.9168485  -0.3830839
196   5.1961524 -15.0000000   0.1771305   0.8595480  -0.4793768
197   6.9282032 -14.0000000   0.1465004   0.9551343  -0.2574026
198   6.9282032 -15.0000000   0.1867454   0.8470836  -0.4975697
199   8.6602540 -14.0000000   0.1569001   0.9533769  -0.2577884
200  -8.6602540 -15.0000000   0.1407673   0.9280181  -0.3449158
