  0.00          -202379.7893059    123.1409383
  0.03          -204905.5701022    123.6431181
  0.06          -204426.4993130    124.6458617
  0.09          -204002.4880702    123.7064902
  0.13          -204405.2670299    123.1822864
  0.16          -204075.4349402    125.6713002
  0.19          -203479.1319889    123.0930421
  0.22          -202969.9087007    124.5636005
  0.25          -205003.2982292    124.9280374
  0.28          -204519.4523278    124.7874710
  0.31          -205420.5059442    124.3162180
  0.35          -203544.4611626    122.4317638
  0.38          -204665.0878452    123.6965972
  0.41          -203761.5569136    124.2390771
  0.44          -204081.4130917    124.1487621
  0.47          -202795.1982719    122.5846021
  0.50          -202727.4628946    123.8779249
  0.53          -204628.5518480    123.6952109
  0.57          -205061.2947922    123.9190704
  0.60          -204311.8990479    124.6201991
  0.63          -202593.4161142    123.6049996
  0.66          -203737.8911621    124.5119010
  0.69          -203078.9094211    123.8235512
  0.72          -204665.7596771    124.3039438
  0.75          -201687.4554804    122.7714424
  0.79          -204161.6833669    123.3863189
  0.82          -204070.6021679    123.7383840
  0.85          -202397.3547278    123.0258769
  0.88          -203870.1000489    123.2814514
  0.91          -203575.3050737    124.3241669
  0.94          -203766.4374564    125.2526875
  0.97          -204403.9406536    125.1496928
  1.01          -203732.3925945    124.4286672
  1.04          -205716.8854843    124.9703149
  1.07          -204239.5096231    124.5795075
  1.10          -205150.6931568    126.1948053
  1.13          -203038.3697845    123.6950487
  1.16          -203982.6030249    122.2933466
  1.19          -204032.4810481    124.7942395
  1.23          -205596.9984002    125.6066517
  1.26          -204094.7362777    124.1972077
  1.29          -204116.8629300    123.5048483
  1.32          -203960.2923473    124.9647848
  1.35          -204025.4989259    125.0968206
  1.38          -204478.3574852    125.0373623
  1.41          -204443.5501997    123.9941004
  1.45          -203713.8844258    123.0732230
  1.48          -204956.9322909    124.2937472
  1.51          -203508.3379841    122.5493440
  1.54          -203317.7778154    124.3043562
  1.57          -205040.4537877    125.0431766
  1.60          -203157.2199705    124.0796054
  1.63          -203149.1410077    124.5429197
  1.67          -203666.5036415    123.4347169
  1.70          -204031.2308683    125.2446408
  1.73          -204043.3681586    124.5166938
  1.76          -205077.5039503    123.2928219
  1.79          -204112.6058074    125.6136786
  1.82          -204255.8135818    123.3035741
  1.85          -202038.6764505    124.7806075
  1.88          -204835.7678544    124.7157870
  1.92          -203793.5728829    123.7063089
  1.95          -204471.4552174    123.7218735
  1.98          -203962.8166071    124.4542529
  2.01          -205864.9499477    124.1604773
  2.04          -203852.3888519    122.5820507
  2.07          -205508.4825025    125.3437504
  2.10          -204626.6351122    124.7988708
  2.14          -203715.4301337    124.9444042
  2.17          -204713.1494301    124.1966006
  2.20          -204738.6150123    125.1516833
  2.23          -204398.5995123    124.6033501
  2.26          -203863.1513943    124.1522432
  2.29          -203396.7798169    124.8653983
  2.32          -204526.5739330    125.0846853
  2.36          -202908.8850070    123.3950866
  2.39          -204854.4060201    125.2499917
  2.42          -205699.8950416    123.0871310
  2.45          -203141.1844915    123.9991803
  2.48          -204045.3536999    124.0424360
  2.51          -203861.6724341    124.8069825
  2.54          -203191.3198054    123.9580833
  2.58          -203572.7338770    124.0004819
  2.61          -204789.7821184    124.2443091
  2.64          -203945.5634411    123.8006634
  2.67          -201619.0895056    122.4821743
  2.70          -204758.2963747    123.3256301
  2.73          -204118.3609209    124.9979024
  2.76          -205545.9331722    125.0185609
  2.80          -205690.7409622    124.4110999
  2.83          -204074.7430546    124.7664123
  2.86          -204201.4257564    122.9741922
  2.89          -203165.9760262    125.3127533
  2.92          -205359.0309166    124.3077080
  2.95          -202926.1726537    125.0361155
  2.98          -204608.9115535    124.7775572
  3.02          -203977.8512017    124.0761754
  3.05          -203961.3539374    123.9513883
  3.08          -202662.2062581    123.6520570
  3.11          -203693.2391589    123.7402153
  3.14          -202051.7341679    123.9939987
