           0.8660254          -0.5000000
           0.8660254          -1.5000000
           2.5980762          -0.5000000
           2.5980762          -1.5000000
           4.3301270          -0.5000000
           4.3301270          -1.5000000
           6.0621778          -0.5000000
           6.0621778          -1.5000000
           7.7942286          -0.5000000
           7.7942286          -1.5000000
           9.5262794          -0.5000000
           9.5262794          -1.5000000
          11.2583302          -0.5000000
          11.2583302          -1.5000000
          12.9903811          -0.5000000
          12.9903811          -1.5000000
          14.7224319          -0.5000000
          14.7224319          -1.5000000
          16.4544827          -0.5000000
          -0.8660254          -1.5000000
          -0.0000000          -2.0000000
          -0.0000000          -3.0000000
           1.7320508          -2.0000000
           1.7320508          -3.0000000
           3.4641016          -2.0000000
           3.4641016          -3.0000000
           5.1961524          -2.0000000
           5.1961524          -3.0000000
           6.9282032          -2.0000000
           6.9282032          -3.0000000
           8.6602540          -2.0000000
           8.6602540          -3.0000000
          10.3923048          -2.0000000
          10.3923048          -3.0000000
          12.1243557          -2.0000000
          12.1243557          -3.0000000
          13.8564065          -2.0000000
          13.8564065          -3.0000000
          15.5884573          -2.0000000
          -1.7320508          -3.0000000
          -0.8660254          -3.5000000
          -0.8660254          -4.5000000
           0.8660254          -3.5000000
           0.8660254          -4.5000000
           2.5980762          -3.5000000
           2.5980762          -4.5000000
           4.3301270          -3.5000000
           4.3301270          -4.5000000
           6.0621778          -3.5000000
           6.0621778          -4.5000000
           7.7942286          -3.5000000
           7.7942286          -4.5000000
           9.5262794          -3.5000000
           9.5262794          -4.5000000
          11.2583302          -3.5000000
          11.2583302          -4.5000000
          12.9903811          -3.5000000
          12.9903811          -4.5000000
          14.7224319          -3.5000000
          -2.5980762          -4.5000000
          -1.7320508          -5.0000000
          -1.7320508          -6.0000000
          -0.0000000          -5.0000000
          -0.0000000          -6.0000000
           1.7320508          -5.0000000
           1.7320508          -6.0000000
           3.4641016          -5.0000000
           3.4641016          -6.0000000
           5.1961524          -5.0000000
           5.1961524          -6.0000000
           6.9282032          -5.0000000
           6.9282032          -6.0000000
           8.6602540          -5.0000000
           8.6602540          -6.0000000
          10.3923048          -5.0000000
          10.3923048          -6.0000000
          12.1243557          -5.0000000
          12.1243557          -6.0000000
          13.8564065          -5.0000000
          -3.4641016          -6.0000000
          -2.5980762          -6.5000000
          -2.5980762          -7.5000000
          -0.8660254          -6.5000000
          -0.8660254          -7.5000000
           0.8660254          -6.5000000
           0.8660254          -7.5000000
           2.5980762          -6.5000000
           2.5980762          -7.5000000
           4.3301270          -6.5000000
           4.3301270          -7.5000000
           6.0621778          -6.5000000
           6.0621778          -7.5000000
           7.7942286          -6.5000000
           7.7942286          -7.5000000
           9.5262794          -6.5000000
           9.5262794          -7.5000000
          11.2583302          -6.5000000
          11.2583302          -7.5000000
          12.9903811          -6.5000000
          -4.3301270          -7.5000000
          -3.4641016          -8.0000000
          -3.4641016          -9.0000000
          -1.7320508          -8.0000000
          -1.7320508          -9.0000000
          -0.0000000          -8.0000000
          -0.0000000          -9.0000000
           1.7320508          -8.0000000
           1.7320508          -9.0000000
           3.4641016          -8.0000000
           3.4641016          -9.0000000
           5.1961524          -8.0000000
           5.1961524          -9.0000000
           6.9282032          -8.0000000
           6.9282032          -9.0000000
           8.6602540          -8.0000000
           8.6602540          -9.0000000
          10.3923048          -8.0000000
          10.3923048          -9.0000000
          12.1243557          -8.0000000
          -5.1961524          -9.0000000
          -4.3301270          -9.5000000
          -4.3301270         -10.5000000
          -2.5980762          -9.5000000
          -2.5980762         -10.5000000
          -0.8660254          -9.5000000
          -0.8660254         -10.5000000
           0.8660254          -9.5000000
           0.8660254         -10.5000000
           2.5980762          -9.5000000
           2.5980762         -10.5000000
           4.3301270          -9.5000000
           4.3301270         -10.5000000
           6.0621778          -9.5000000
           6.0621778         -10.5000000
           7.7942286          -9.5000000
           7.7942286         -10.5000000
           9.5262794          -9.5000000
           9.5262794         -10.5000000
          11.2583302          -9.5000000
          -6.0621778         -10.5000000
          -5.1961524         -11.0000000
          -5.1961524         -12.0000000
          -3.4641016         -11.0000000
          -3.4641016         -12.0000000
          -1.7320508         -11.0000000
          -1.7320508         -12.0000000
          -0.0000000         -11.0000000
          -0.0000000         -12.0000000
           1.7320508         -11.0000000
           1.7320508         -12.0000000
           3.4641016         -11.0000000
           3.4641016         -12.0000000
           5.1961524         -11.0000000
           5.1961524         -12.0000000
           6.9282032         -11.0000000
           6.9282032         -12.0000000
           8.6602540         -11.0000000
           8.6602540         -12.0000000
          10.3923048         -11.0000000
          -6.9282032         -12.0000000
          -6.0621778         -12.5000000
          -6.0621778         -13.5000000
          -4.3301270         -12.5000000
          -4.3301270         -13.5000000
          -2.5980762         -12.5000000
          -2.5980762         -13.5000000
          -0.8660254         -12.5000000
          -0.8660254         -13.5000000
           0.8660254         -12.5000000
           0.8660254         -13.5000000
           2.5980762         -12.5000000
           2.5980762         -13.5000000
           4.3301270         -12.5000000
           4.3301270         -13.5000000
           6.0621778         -12.5000000
           6.0621778         -13.5000000
           7.7942286         -12.5000000
           7.7942286         -13.5000000
           9.5262794         -12.5000000
          -7.7942286         -13.5000000
          -6.9282032         -14.0000000
          -6.9282032         -15.0000000
          -5.1961524         -14.0000000
          -5.1961524         -15.0000000
          -3.4641016         -14.0000000
          -3.4641016         -15.0000000
          -1.7320508         -14.0000000
          -1.7320508         -15.0000000
          -0.0000000         -14.0000000
          -0.0000000         -15.0000000
           1.7320508         -14.0000000
           1.7320508         -15.0000000
           3.4641016         -14.0000000
           3.4641016         -15.0000000
           5.1961524         -14.0000000
           5.1961524         -15.0000000
           6.9282032         -14.0000000
           6.9282032         -15.0000000
           8.6602540         -14.0000000
          -8.6602540         -15.0000000
