site number 	 x-coord 	 y-cord 	 sx 	 sy 	 sy
  1   0.8660254  -0.5000000  -0.4385982   0.8986389  -0.0089334
  2   0.8660254  -1.5000000  -0.4476336   0.8933103  -0.0402608
  3   2.5980762  -0.5000000  -0.5411974   0.8388468   0.0586634
  4   2.5980762  -1.5000000  -0.5639289   0.7912506  -0.2364460
  5   4.3301270  -0.5000000  -0.5436757   0.8372784   0.0581513
  6   4.3301270  -1.5000000  -0.5465682   0.8328285  -0.0875209
  7   6.0621778  -0.5000000  -0.4841304   0.8744972  -0.0295380
  8   6.0621778  -1.5000000  -0.5748217   0.8065755  -0.1378985
  9   7.7942286  -0.5000000  -0.4947774   0.8678757   0.0445761
 10   7.7942286  -1.5000000  -0.4909063   0.8603325  -0.1372551
 11   9.5262794  -0.5000000  -0.4855128   0.8677553   0.1061984
 12   9.5262794  -1.5000000  -0.4891734   0.8707908  -0.0493241
 13  11.2583302  -0.5000000  -0.3859016   0.9224906   0.0095447
 14  11.2583302  -1.5000000  -0.3570217   0.9266795  -0.1174756
 15  12.9903811  -0.5000000  -0.5261526   0.8480431  -0.0631367
 16  12.9903811  -1.5000000  -0.4645964   0.8774377  -0.1193870
 17  14.7224319  -0.5000000  -0.5681254   0.8197835  -0.0720318
 18  14.7224319  -1.5000000  -0.5155799   0.8541810  -0.0674698
 19  16.4544827  -0.5000000  -0.4354693   0.9001387   0.0108081
 20  -0.8660254  -1.5000000  -0.4872215   0.8729928  -0.0223357
 21  -0.0000000  -2.0000000  -0.3202968   0.9443438   0.0749988
 22  -0.0000000  -3.0000000  -0.2772772   0.9595309  -0.0491709
 23   1.7320508  -2.0000000  -0.4685759   0.8833334  -0.0125984
 24   1.7320508  -3.0000000  -0.4291799   0.8835017  -0.1876950
 25   3.4641016  -2.0000000  -0.3699679   0.9250263  -0.0863143
 26   3.4641016  -3.0000000  -0.3272059   0.9438856   0.0449026
 27   5.1961524  -2.0000000  -0.4771203   0.8758709   0.0721550
 28   5.1961524  -3.0000000  -0.3846016   0.9202460  -0.0723116
 29   6.9282032  -2.0000000  -0.3850551   0.9216038  -0.0487746
 30   6.9282032  -3.0000000  -0.3814059   0.9173824  -0.1137503
 31   8.6602540  -2.0000000  -0.6207106   0.7836436   0.0249225
 32   8.6602540  -3.0000000  -0.5157009   0.8545558  -0.0615382
 33  10.3923048  -2.0000000  -0.4165782   0.9029698   0.1053953
 34  10.3923048  -3.0000000  -0.4567180   0.8842180   0.0978124
 35  12.1243557  -2.0000000  -0.4773555   0.8716942  -0.1108192
 36  12.1243557  -3.0000000  -0.4847905   0.8661257  -0.1216737
 37  13.8564065  -2.0000000  -0.4586785   0.8865065   0.0609935
 38  13.8564065  -3.0000000  -0.5046440   0.8612410   0.0599862
 39  15.5884573  -2.0000000  -0.4225239   0.8959576  -0.1368705
 40  -1.7320508  -3.0000000  -0.3129988   0.9464508  -0.0791366
 41  -0.8660254  -3.5000000  -0.5451551   0.8373388   0.0408603
 42  -0.8660254  -4.5000000  -0.5053755   0.8607446  -0.0609447
 43   0.8660254  -3.5000000  -0.3938628   0.9177149   0.0516866
